Latitude,Longitude,Zip Code, Full Address
38.1506,-109.7822,84535,UT-211, Monticello, UT 84535, USA
40.4644,-111.7708,84004,402 Eastridge Cir, Alpine, UT 84004, USA
38.1847,-84.9033,40601,Minuteman Pkwy, Frankfort, KY 40601, USA
37.6411,-80.8831,25951,515 Cedar Avenue, Hinton, WV 25951, USA
40.8533,-76.7892,17801,430 S 10th St, Sunbury, PA 17801, USA
42.4036,-124.4242,97444,29330 Ellensburg Ave, Gold Beach, OR 97444, USA
36.0336,-90.4978,72450,2101 S 7th St, Paragould, AR 72450, USA
37.6967,-93.7722,65785,16410 MO-32, Stockton, MO 65785, USA
41.1947,-87.0578,46392,98 Broadway St, Wheatfield, IN 46392, USA
44.7408,-85.5825,49686,727 Fly Dont Dr, Traverse City, MI 49686, USA
43.9256,-73.0992,05769,646 Lake Dunmore Rd, Salisbury, VT 05769, USA
36.8667,-84.8275,42633,122 Colonial Ave, Monticello, KY 42633, USA
44.6542,-84.6994,49738,2268 Industrial St, Grayling, MI 49738, USA
38.7556,-90.6106,63304,4200 Elkhart Lake Rd, St Charles, MO 63304, USA
41.3336,-75.7269,18641,142 Terminal Rd, Pittston, PA 18641, USA
44.2839,-83.5036,48730,810 W Franklin St, East Tawas, MI 48730, USA
43.9181,-113.6317,83251,Mackay, ID 83251, USA
45.305,-93.5842,55330,1643 Main St NW, Elk River, MN 55330, USA
47.6981,-90.6656,55612,760 Caribou Trail, Lutsen, MN 55612, USA
45.0303,-84.6781,49735,404 W Sheldon St, Gaylord, MI 49735, USA
44.6819,-83.2808,48740,696 N Lake Huron Shore Dr, Harrisville, MI 48740, USA
45.7858,-88.0842,54151,W608 County Rd N, Niagara, WI 54151, USA
44.3006,-94.4897,56073,16260 Oakwood Heights Rd, New Ulm, MN 56073, USA
36.6594,-121.6656,93901,212 Chaucer Dr, Salinas, CA 93901, USA
42.8825,-85.5239,49512,5755 52nd St SE, Grand Rapids, MI 49512, USA
47.0258,-91.6653,55616,320 7th Ave, Two Harbors, MN 55616, USA
40.4269,-109.5531,84078,1340 2000 S, Vernal, UT 84078, USA
37.53,-110.7203,84533,UT-276, Lake Powell, UT 84533, USA
41.7511,-76.4431,18848,145 Center St, Towanda, PA 18848, USA
40.2817,-76.8703,17103,100 Pine Dr, Harrisburg, PA 17103, USA
35.1692,-114.5806,89029,55 Civic Way, Laughlin, NV 89029, USA
33.72,-117.7231,92602,10851 Jeffrey Rd, Irvine, CA 92602, USA
39.7425,-94.0344,64644,NW Old 36 Hwy, Hamilton, MO 64644, USA
35.0217,-106.6939,87105,3619 Camino Alameda SW, Albuquerque, NM 87105, USA
42.6781,-90.1064,53530,14700 Spring St, Darlington, WI 53530, USA
41.7108,-112.1636,84337,85 S 100 E, Tremonton, UT 84337, USA
43.4386,-93.2253,50459,602 4th St S, Northwood, IA 50459, USA
41.775,-78.0417,16915,407 Academy Hill Rd, Coudersport, PA 16915, USA
39.8683,-75.2311,19153,39 Hog Island Rd, Philadelphia, PA 19153, USA
38.1706,-112.2786,84723,35 US-89, Circleville, UT 84723, USA
39.9167,-76.75,17408,2975 Markle Rd, York, PA 17408, USA
40.1478,-80.7014,26003,RR #1, Box 33, Wheeling, WV 26003, United States
41.5239,-112.0436,84302,675 North 1175 West, Brigham City, UT 84302, USA
37.2958,-81.2078,24701,300 Markell Drive, Bluefield, WV 24701, USA
44.6228,-88.7483,54929,350 15th St, Clintonville, WI 54929, USA
38.5528,-86.7944,47581,Co Rd 5, Shoals, IN 47581, USA
39.2836,-86.7703,47460,770 W Market St, Spencer, IN 47460, USA
40.9936,-85.775,46962,110 S Maple St, North Manchester, IN 46962, USA
38.7369,-85.3942,47250,109 Cragmont St, Madison, IN 47250, USA
41.9167,-78,16915,511 T356, Oswayo, PA 16915, USA
40.1358,-74.955,19020,3811 Neshaminy Blvd, Bensalem, PA 19020, USA
41.2486,-76.9833,17701,1101 E 3rd St, Williamsport, PA 17701, USA
40.7236,-82.8,44833,625 W Railroad St, Galion, OH 44833, USA
40.7869,-85.8208,46992,1360 S Wabash St, Wabash, IN 46992, USA
32.8847,-80.6761,29488,777 Gervais St, Walterboro, SC 29488, USA
34.9386,-81.225,29745,160 Cameron Rd, York, SC 29745, USA
44.55,-95.0833,56283,435 Ponderosa Rd, Redwood Falls, MN 56283, USA
45.305,-94.9392,56273,229 Dogwood St NE, New London, MN 56273, USA
33.9,-80.5206,29168,1818 S Kings Hwy, Wedgefield, SC 29168, USA
45.3456,-117.2247,97846,400 E 7th St, Joseph, OR 97846, USA
34.3739,-81.0928,29180,513 W Moultrie St, Winnsboro, SC 29180, USA
